source,type,expected,predicted,characters,correct_characters,character_accuracy,exact,row_count,perspective_corrected,angle_deg,blur_score,macs_this_plate
two_rows/3_71_0_29V7976_446_214_526_293.jpg,two_row_car,29V7976,2943966,7,4,0.5714285714285714,False,2,False,0.0,1564.021,2930928
one_row/1_3190_1_36A38523_142_288_496_389.jpg,one_row,36A38523,36A38523,8,8,1.0,True,1,True,0.0,1210.202,3349632
one_row/7_2979_1_36A24718_142_235_492_296.jpg,one_row,36A24718,36A24718,8,8,1.0,True,1,False,0.0,1690.527,3349632
two_rows_label_xe_may/5_1056_0_29V544618_503_6_637_148.jpg,two_row_motorcycle,29V544618,291544618,9,8,0.8888888888888888,False,2,False,0.0,5462.365,3768336
two_rows/7_4929_0_36R01989_236_214_417_337.jpg,two_row_car,36R01989,36R01989,8,8,1.0,True,2,True,0.0,3603.37,3349632
two_rows/5_306_0_36A07561_466_208_535_277.jpg,two_row_car,36A07561,36A07561,8,8,1.0,True,2,False,0.0,4284.853,3349632
two_rows/7_409_0_36A14341_468_209_519_266.jpg,two_row_car,36A14341,36A14341,8,8,1.0,True,2,False,0.0,8356.905,3349632
one_row/1_3247_1_36A38672_82_209_605_306.jpg,one_row,36A38672,36A38672,8,8,1.0,True,1,True,0.0,462.562,3349632
one_row/5_3298_1_36C04863_93_166_494_248.jpg,one_row,36C04863,36C04863,8,8,1.0,True,1,True,0.0,2055.986,3349632
one_row/6_2121_1_36A08943_143_232_552_295.jpg,one_row,36A08943,36A08943,8,8,1.0,True,1,True,0.932,2178.203,3349632
one_row/3_3189_1_36C24416_146_251_494_308.jpg,one_row,36C24416,36C24416,8,8,1.0,True,1,True,0.0,753.958,3349632
two_rows_label_xe_may/6_2254_0_36m61368_224_60_367_170.jpg,two_row_motorcycle,36M61368,93023116,8,0,0.0,False,1,True,0.0,1774.088,3349632
one_row/3_3684_1_38C00789_65_74_615_178.jpg,one_row,38C00789,38C00789,8,8,1.0,True,1,True,0.342,495.26,3349632
one_row/4_3247_1_36C28360_102_234_489_307.jpg,one_row,36C28360,36C28360,8,8,1.0,True,1,True,0.0,2020.67,3349632
one_row/2_1168_1_36C00961_90_190_570_264.jpg,one_row,36C00961,36C00961,8,8,1.0,True,1,True,0.0,1633.667,3349632
one_row/6_2222_1_36A16996_94_154_549_227.jpg,one_row,36A16996,36A16996,8,8,1.0,True,1,True,0.0,377.646,3349632
one_row/2_1124_1_36B01888_153_216_560_262.jpg,one_row,36B01888,36B01888,8,8,1.0,True,1,False,0.0,1252.93,3349632
one_row/4_2987_1_36C16491_147_202_475_277.jpg,one_row,36C16491,36C16491,8,8,1.0,True,1,False,0.0,2609.646,3349632
one_row/5_3979_1_36L8651_166_225_496_282.jpg,one_row,36L8651,36L8651,7,7,1.0,True,1,True,0.0,1026.252,2930928
two_rows/6_37_0_29A49175_136_212_205_282.jpg,two_row_car,29A49175,29A49175,8,8,1.0,True,2,False,0.0,3151.931,3349632
two_rows_label_xe_may/8_2880_0_29g128851_315_157_450_282.jpg,two_row_motorcycle,29G128851,299112911,9,4,0.4444444444444444,False,1,False,0.0,8123.56,3768336
one_row/6_2034_1_36A05612_124_176_503_242.jpg,one_row,36A05612,36A05612,8,8,1.0,True,1,False,0.0,1610.96,3349632
one_row/1_3920_1_36C15362_157_275_468_335.jpg,one_row,36C15362,36C15362,8,8,1.0,True,1,False,0.0,2740.065,3349632
one_row/2_1370_1_36C15383_42_231_602_325.jpg,one_row,36C15383,36C15383,8,8,1.0,True,1,True,0.0,1135.662,3349632
two_rows_label_xe_may/8_1600_0_17B825309_450_3_598_109.jpg,two_row_motorcycle,17B825309,1DBB25309,9,7,0.7777777777777778,False,2,True,0.0,6493.064,3768336
one_row/6_2169_1_36A12571_103_199_515_262.jpg,one_row,36A12571,36A12571,8,8,1.0,True,1,True,0.0,1032.516,3349632
one_row/9_856_1_36C08839_187_323_268_368.jpg,one_row,36C08839,36C08839,8,8,1.0,True,1,True,0.0,4270.244,3349632
two_rows/3_1213_0_36C27892_106_416_142_450.jpg,two_row_car,36C27892,36C27892,8,8,1.0,True,2,False,0.0,16749.56,3349632
one_row/5_3611_1_36C17750_55_225_585_293.jpg,one_row,36C17750,36C17750,8,8,1.0,True,1,False,0.0,790.931,3349632
two_rows/5_1213_0_36C00464_93_319_143_369.jpg,two_row_car,36C00464,36C00461,8,7,0.875,False,2,False,0.0,3608.785,3349632
two_rows/1_1536_0_36C16893_123_313_172_372.jpg,two_row_car,36C16893,36C16893,8,8,1.0,True,2,True,0.0,3906.197,3349632
one_row/1_2055_1_29B01465_83_240_548_314.jpg,one_row,29B01465,29B01965,8,7,0.875,False,1,False,0.0,244.99,3349632
two_rows_label_xe_may/2_865_0_29y710927_445_120_571_224.jpg,two_row_motorcycle,29Y710927,29Y710927,9,9,1.0,True,2,True,0.0,2008.093,3768336
one_row/8_1486_1_36A43114_89_170_529_236.jpg,one_row,36A43114,36A43114,8,8,1.0,True,1,True,0.175,863.063,3349632
one_row/4_3479_1_36M8461_135_206_483_278.jpg,one_row,36M8461,36M8461,7,7,1.0,True,1,True,0.0,848.969,2930928
one_row/5_2095_1_36A02492_137_192_521_275.jpg,one_row,36A02492,36A02492,8,8,1.0,True,1,False,0.0,173.647,3349632
two_rows_label_xe_may/6_2124_0_37m11605_141_164_273_289.jpg,two_row_motorcycle,37M11605,12620M21,8,0,0.0,False,1,False,0.0,888.882,3349632
two_rows_label_xe_may/4_1389_0_29t175476_242_5_349_86.jpg,two_row_motorcycle,29T175476,222229221,9,1,0.1111111111111111,False,1,True,0.0,12135.829,3768336
one_row/2_1006_1_36A39267_72_220_534_289.jpg,one_row,36A39267,36A39267,8,8,1.0,True,1,True,0.0,2352.876,3349632
two_rows_label_xe_may/6_1175_0_36B523813_482_18_607_137.jpg,two_row_motorcycle,36B523813,3BB623813,9,7,0.7777777777777778,False,2,False,0.0,4175.396,3768336
two_rows/3_3279_0_36C27939_139_210_504_355.jpg,two_row_car,36C27939,36C27939,8,8,1.0,True,2,True,0.0,926.51,3349632
two_rows/4_1930_0_36A22500_157_182_496_395.jpg,two_row_car,36A22500,36A22500,8,8,1.0,True,2,False,0.0,759.209,3349632
one_row/8_1125_1_30X0356_175_233_496_296.jpg,one_row,30X0356,30X0356,7,7,1.0,True,1,True,0.0,1655.195,2930928
one_row/5_2910_1_36A41441_65_249_598_370.jpg,one_row,36A41441,36A41441,8,8,1.0,True,1,True,0.0,208.918,3349632
two_rows/3_2947_0_36C15060_181_147_438_277.jpg,two_row_car,36C15060,36C15060,8,8,1.0,True,2,True,0.0,1780.665,3349632
one_row/4_1665_1_36A07666_123_235_520_319.jpg,one_row,36A07666,36A07666,8,8,1.0,True,1,True,0.0,2587.033,3349632
one_row/6_2346_1_36A23748_122_195_536_258.jpg,one_row,36A23748,36A23748,8,8,1.0,True,1,True,0.324,824.628,3349632
two_rows/6_3536_0_36C22324_226_205_515_360.jpg,two_row_car,36C22324,36C22324,8,8,1.0,True,2,True,0.0,733.561,3349632
two_rows/5_1098_0_36B01235_193_340_229_376.jpg,two_row_car,36B01235,36B71753,8,4,0.5,False,2,False,0.0,2236.386,3349632
one_row/9_1377_1_36A25486_108_250_496_313.jpg,one_row,36A25486,36A25486,8,8,1.0,True,1,False,0.0,1189.886,3349632
one_row/4_3426_1_36M4358_145_189_489_280.jpg,one_row,36M4358,36M4358,7,7,1.0,True,1,True,0.0,664.768,2930928
two_rows/6_353_0_36A08242_404_306_475_377.jpg,two_row_car,36A08242,36A08242,8,8,1.0,True,2,False,0.0,2793.766,3349632
one_row/6_2127_1_36A09584_67_183_538_270.jpg,one_row,36A09584,36A09584,8,8,1.0,True,1,False,0.0,726.354,3349632
two_rows_label_xe_may/6_2289_0_29m167151_185_74_334_200.jpg,two_row_motorcycle,29M167151,21E112111,9,4,0.4444444444444444,False,1,False,0.0,5670.228,3768336
one_row/6_1902_1_30N3715_108_198_520_284.jpg,one_row,30N3715,30N3715,7,7,1.0,True,1,True,0.587,1304.551,2930928
two_rows/7_2131_0_49A24062_91_253_157_320.jpg,two_row_car,49A24062,49A24062,8,8,1.0,True,2,False,0.0,3135.361,3349632
two_rows/8_666_0_36C07608_456_294_502_353.jpg,two_row_car,36C07608,36C07608,8,8,1.0,True,2,True,0.0,10530.693,3349632
one_row/4_3111_1_36C21540_115_199_513_249.jpg,one_row,36C21540,36C21540,8,8,1.0,True,1,False,0.0,1490.055,3349632
one_row/2_770_1_36A06916_107_211_518_278.jpg,one_row,36A06916,36A06916,8,8,1.0,True,1,True,0.0,564.468,3349632
one_row/3_2507_1_36A40220_108_220_596_285.jpg,one_row,36A40220,36A40220,8,8,1.0,True,1,False,0.0,2100.775,3349632
one_row/1_2910_1_36A37825_115_271_561_326.jpg,one_row,36A37825,36A97925,8,6,0.75,False,1,False,0.0,297.341,3349632
one_row/4_3279_1_36C28481_117_225_515_297.jpg,one_row,36C28481,36C28481,8,8,1.0,True,1,True,0.0,775.746,3349632
two_rows_label_xe_may/2_226_0_30L78448_302_147_428_254.jpg,two_row_motorcycle,30L78448,30L78448,8,8,1.0,True,2,False,0.0,3629.184,3349632
two_rows_label_xe_may/1_238_0_88l138994_229_115_374_244.jpg,two_row_motorcycle,88L138994,380910329,9,1,0.1111111111111111,False,1,False,0.0,2138.794,3768336
two_rows_label_xe_may/6_1215_0_29U55366_402_68_524_190.jpg,two_row_motorcycle,29U55366,29055366,8,7,0.875,False,2,False,0.0,5602.193,3349632
one_row/1_3342_1_36A38870_117_206_588_264.jpg,one_row,36A38870,36A38870,8,8,1.0,True,1,False,0.0,814.366,3349632
one_row/4_1712_1_36A11345_109_192_534_271.jpg,one_row,36A11345,36A11345,8,8,1.0,True,1,True,0.0,470.845,3349632
one_row/6_3680_1_36C29396_52_225_508_313.jpg,one_row,36C29396,36C29396,8,8,1.0,True,1,False,0.0,525.699,3349632
two_rows/1_3939_0_36C19304_146_190_413_351.jpg,two_row_car,36C19304,36C19304,8,8,1.0,True,2,True,0.0,2043.214,3349632
two_rows/4_252_0_36A11401_116_335_169_401.jpg,two_row_car,36A11401,36A11401,8,8,1.0,True,2,True,0.0,730.126,3349632
one_row/5_1812_1_18N4969_15_138_615_275.jpg,one_row,18N4969,18N4960,7,6,0.8571428571428571,False,1,False,0.0,19.848,2930928
one_row/9_1932_1_36C04701_143_289_448_352.jpg,one_row,36C04701,36C04701,8,8,1.0,True,1,False,0.0,1214.462,3349632
one_row/8_2352_1_98C05287_63_254_504_326.jpg,one_row,98C05287,CABC0528,8,0,0.0,False,1,False,0.0,429.379,3349632
one_row/8_1444_1_36A33710_90_252_493_309.jpg,one_row,36A33710,36A33710,8,8,1.0,True,1,True,0.273,725.231,3349632
one_row/8_48_1_29C81107_430_310_506_364.jpg,one_row,29C81107,29C81107,8,8,1.0,True,1,True,0.0,4230.226,3349632
one_row/1_2554_1_36A13401_60_240_499_335.jpg,one_row,36A13401,36A13401,8,8,1.0,True,1,False,0.0,1818.795,3349632
one_row/8_1198_1_36A05369_106_225_521_298.jpg,one_row,36A05369,36A05369,8,8,1.0,True,1,True,0.0,1181.059,3349632
one_row/1_4415_1_51F71881_29_280_575_361.jpg,one_row,51F71881,51F71881,8,8,1.0,True,1,False,0.0,390.137,3349632
two_rows/7_2668_0_36A10397_163_138_481_294.jpg,two_row_car,36A10397,36A10397,8,8,1.0,True,2,True,0.0,356.999,3349632
two_rows/7_1988_0_36M0839_175_378_222_428.jpg,two_row_car,36M0839,36M0B39,7,6,0.8571428571428571,False,2,False,0.0,2955.012,2930928
one_row/8_1177_1_36A02798_110_241_485_298.jpg,one_row,36A02798,36A02798,8,8,1.0,True,1,True,0.0,1653.081,3349632
one_row/7_2544_1_36A05144_90_222_591_300.jpg,one_row,36A05144,36A05144,8,8,1.0,True,1,True,0.0,452.748,3349632
two_rows/6_76_0_29C13998_132_389_171_439.jpg,two_row_car,29C13998,29C13998,8,8,1.0,True,2,False,0.0,2542.879,3349632
one_row/7_2783_1_36A15046_107_198_496_261.jpg,one_row,36A15046,36A15046,8,8,1.0,True,1,True,0.0,686.928,3349632
two_rows_label_xe_may/4_1269_0_30h27562_272_67_418_180.jpg,two_row_motorcycle,30H27562,73216912,8,1,0.125,False,1,True,0.0,6862.997,3349632
one_row/1_2896_1_36A37764_164_310_466_356.jpg,one_row,36A37764,36A37764,8,8,1.0,True,1,True,0.0,2161.382,3349632
one_row/7_3156_1_36A42084_148_236_513_298.jpg,one_row,36A42084,36A42084,8,8,1.0,True,1,False,0.0,692.327,3349632
two_rows_label_xe_may/7_1368_0_98B329833_51_18_189_135.jpg,two_row_motorcycle,98B329833,98B329833,9,9,1.0,True,2,False,0.0,2722.305,3768336
two_rows_label_xe_may/6_1921_0_29g116130_266_82_414_204.jpg,two_row_motorcycle,29G116130,129113999,9,2,0.2222222222222222,False,1,True,0.0,6014.032,3768336
one_row/4_1984_1_36A25593_147_164_555_227.jpg,one_row,36A25593,36A25593,8,8,1.0,True,1,True,0.0,2732.652,3349632
one_row/6_2414_1_36A24326_124_180_550_243.jpg,one_row,36A24326,36A24326,8,8,1.0,True,1,True,0.0,1816.816,3349632
two_rows/5_1747_0_38A15308_147_180_213_254.jpg,two_row_car,38A15308,38A15308,8,8,1.0,True,2,False,0.0,2378.466,3349632
one_row/7_366_1_36A12163_143_229_233_265.jpg,one_row,36A12163,36A72163,8,7,0.875,False,1,False,0.0,1590.993,3349632
two_rows/4_99_0_30M3437_461_231_507_296.jpg,two_row_car,30M3437,30M3437,7,7,1.0,True,2,True,0.0,4373.35,2930928
one_row/4_2705_1_36C03334_80_199_507_286.jpg,one_row,36C03334,36C03334,8,8,1.0,True,1,False,0.0,822.196,3349632
two_rows/3_515_0_36A24091_416_320_476_382.jpg,two_row_car,36A24091,36A24091,8,8,1.0,True,2,False,0.0,4279.877,3349632
two_rows/4_955_0_36C00187_198_395_236_435.jpg,two_row_car,36C00187,36C00187,8,8,1.0,True,2,False,0.0,9020.475,3349632
two_rows_label_xe_may/1_213_0_29c143051_82_27_209_133.jpg,two_row_motorcycle,29C143051,292143151,9,7,0.7777777777777778,False,2,True,0.0,2896.412,3768336
one_row/4_1534_1_35A07570_161_209_443_267.jpg,one_row,35A07570,35A07570,8,8,1.0,True,1,False,0.0,1164.658,3349632
one_row/1_2061_1_29B07057_153_262_510_322.jpg,one_row,29B07057,29B07057,8,8,1.0,True,1,False,0.0,2465.851,3349632
two_rows/8_2278_0_36N4262_177_181_442_327.jpg,two_row_car,36N4262,36N4262,7,7,1.0,True,2,True,0.0,334.591,2930928
one_row/6_3202_1_36C05480_55_226_516_306.jpg,one_row,36C05480,36C05480,8,8,1.0,True,1,False,0.0,486.421,3349632
two_rows_label_xe_may/2_575_0_30p41169_471_140_581_238.jpg,two_row_motorcycle,30P41169,30P41169,8,8,1.0,True,2,False,0.0,2697.341,3349632
two_rows/6_96_0_29N0049_167_400_215_447.jpg,two_row_car,29N0049,29N0049,7,7,1.0,True,2,False,0.0,4577.676,2930928
one_row/3_2429_1_36A39987_70_238_585_314.jpg,one_row,36A39987,36A39987,8,8,1.0,True,1,True,0.0,571.907,3349632
one_row/9_1700_1_36A44246_167_294_513_361.jpg,one_row,36A44246,36A44246,8,8,1.0,True,1,False,0.0,365.931,3349632
two_rows/4_1297_0_72M9126_144_267_187_322.jpg,two_row_car,72M9126,72M9126,7,7,1.0,True,2,True,0.0,5337.148,2930928
one_row/7_4163_1_36C08804_136_271_512_334.jpg,one_row,36C08804,36C0B804,8,7,0.875,False,1,True,0.0,887.119,3349632
one_row/3_2506_1_36A40218_135_231_534_300.jpg,one_row,36A40218,36A40218,8,8,1.0,True,1,True,0.0,2307.031,3349632
two_rows_label_xe_may/9_3484_0_30x90166_429_211_532_309.jpg,two_row_motorcycle,30X90166,30X90166,8,8,1.0,True,2,False,0.0,5927.934,3349632
two_rows/5_3770_0_36C26251_221_195_448_312.jpg,two_row_car,36C26251,36C26251,8,8,1.0,True,2,True,0.764,766.516,3349632
one_row/1_2389_1_36A06678_53_261_592_346.jpg,one_row,36A06678,36A06678,8,8,1.0,True,1,True,0.0,976.217,3349632
one_row/5_2954_1_36A41557_158_180_524_251.jpg,one_row,36A41557,36A41557,8,8,1.0,True,1,True,0.0,1100.342,3349632
one_row/1_4167_1_36D01091_45_216_636_303.jpg,one_row,36D01091,36D01097,8,7,0.875,False,1,False,0.0,387.635,3349632
two_rows_label_xe_may/6_2107_0_30l97616_205_59_339_167.jpg,two_row_motorcycle,30L97616,70209329,8,1,0.125,False,1,True,0.0,1226.493,3349632
two_rows/3_269_0_36A09012_446_189_523_268.jpg,two_row_car,36A09012,36A09012,8,8,1.0,True,2,False,0.0,2545.417,3349632
two_rows_label_xe_may/4_1354_0_89f111450_319_18_456_127.jpg,two_row_motorcycle,89F111450,9B9412609,9,1,0.1111111111111111,False,1,True,0.0,7505.215,3768336
one_row/3_2316_1_36A39770_116_193_483_250.jpg,one_row,36A39770,36A39770,8,8,1.0,True,1,True,0.0,1367.471,3349632
one_row/1_3370_1_36A38933_100_238_514_301.jpg,one_row,36A38933,36A38933,8,8,1.0,True,1,True,0.0,257.432,3349632
one_row/4_1603_1_36A03579_102_212_565_307.jpg,one_row,36A03579,36A03579,8,8,1.0,True,1,True,0.0,1139.856,3349632
two_rows/7_1727_0_36C12737_171_279_227_338.jpg,two_row_car,36C12737,36C12737,8,8,1.0,True,2,False,0.0,2058.551,3349632
two_rows_label_xe_may/8_1589_0_99G112852_320_49_507_208.jpg,two_row_motorcycle,99G112852,99G112852,9,9,1.0,True,2,False,0.0,2203.333,3768336
two_rows/8_596_0_36B02124_110_344_153_389.jpg,two_row_car,36B02124,13B02124,8,6,0.75,False,2,False,0.0,2132.876,3349632
one_row/9_1955_1_36C06776_156_291_492_354.jpg,one_row,36C06776,36C06776,8,8,1.0,True,1,True,0.0,1375.639,3349632
one_row/6_3330_1_36C12096_57_217_558_292.jpg,one_row,36C12096,36C12096,8,8,1.0,True,1,False,0.0,353.617,3349632
one_row/5_2019_1_30V2183_111_175_536_263.jpg,one_row,30V2183,30V2183,7,7,1.0,True,1,True,0.0,320.975,2930928
one_row/1_2624_1_36A17918_126_234_556_297.jpg,one_row,36A17918,36A17918,8,8,1.0,True,1,True,0.0,356.895,3349632
two_rows/3_216_0_36A05910_440_200_506_273.jpg,two_row_car,36A05910,36A05910,8,8,1.0,True,2,False,0.0,2375.451,3349632
one_row/4_1472_1_30A87373_124_206_517_276.jpg,one_row,30A87373,30A87373,8,8,1.0,True,1,True,0.0,699.11,3349632
one_row/9_2356_1_36N2962_145_304_429_353.jpg,one_row,36N2962,36N2962,7,7,1.0,True,1,True,0.0,1104.667,2930928
one_row/2_939_1_36A32968_100_231_528_294.jpg,one_row,36A32968,36A32968,8,8,1.0,True,1,True,0.0,1381.92,3349632
one_row/8_2167_1_36L7819_100_217_496_288.jpg,one_row,36L7819,36L7819,7,7,1.0,True,1,True,0.0,870.691,2930928
one_row/9_2017_1_36C12764_185_313_469_376.jpg,one_row,36C12764,36C12764,8,8,1.0,True,1,True,0.0,748.314,3349632
two_rows_label_xe_may/6_1227_0_30M40092_389_3_544_121.jpg,two_row_motorcycle,30M40092,30M40092,8,8,1.0,True,2,True,0.0,3281.133,3349632
one_row/9_1304_1_36A15886_146_250_516_313.jpg,one_row,36A15886,36A15886,8,8,1.0,True,1,True,0.0,390.065,3349632
two_rows/6_178_0_30N3715_470_262_523_317.jpg,two_row_car,30N3715,30N3716,7,6,0.8571428571428571,False,2,False,0.0,7697.409,2930928
one_row/2_1610_1_36N0362_24_179_594_288.jpg,one_row,36N0362,36N0362,7,7,1.0,True,1,True,0.0,690.553,2930928
two_rows_label_xe_may/9_3412_0_30l28181_384_57_512_157.jpg,two_row_motorcycle,30L28181,30L28181,8,8,1.0,True,2,True,0.0,1886.95,3349632
two_rows/5_806_0_36A41051_107_248_171_314.jpg,two_row_car,36A41051,36A41051,8,8,1.0,True,2,False,0.0,5913.02,3349632
one_row/3_2156_1_36A39353_67_179_560_269.jpg,one_row,36A39353,36A39353,8,8,1.0,True,1,True,0.0,2477.021,3349632
one_row/3_416_1_36A19788_386_340_479_392.jpg,one_row,36A19788,36C19788,8,7,0.875,False,1,True,0.0,5453.474,3349632
one_row/6_3009_1_36B02116_81_221_540_284.jpg,one_row,36B02116,36B02116,8,8,1.0,True,1,True,0.339,140.981,3349632
two_rows/5_1148_0_36B02307_154_310_192_352.jpg,two_row_car,36B02307,36B02307,8,8,1.0,True,2,False,0.0,7007.644,3349632
one_row/5_2491_1_36A23455_130_171_517_245.jpg,one_row,36A23455,36A23455,8,8,1.0,True,1,True,0.0,1204.521,3349632
one_row/6_2580_1_36A41731_72_171_548_259.jpg,one_row,36A41731,36A41731,8,8,1.0,True,1,False,0.0,727.923,3349632
one_row/1_4296_1_36N1724_84_261_519_325.jpg,one_row,36N1724,36N1729,7,6,0.8571428571428571,False,1,True,0.0,532.193,2930928
one_row/1_2048_1_29A88855_15_191_588_268.jpg,one_row,29A88855,29A88855,8,8,1.0,True,1,True,0.0,2104.37,3349632
one_row/3_3272_1_36C27894_170_278_532_328.jpg,one_row,36C27894,36C27894,8,8,1.0,True,1,True,0.0,1869.264,3349632
two_rows/2_172_0_36A13021_476_333_536_414.jpg,two_row_car,36A13021,13306A21,8,2,0.25,False,1,True,0.0,12073.541,3349632
one_row/7_4867_1_36N3475_107_239_475_328.jpg,one_row,36N3475,36N3475,7,7,1.0,True,1,True,0.0,828.62,2930928
one_row/4_1161_1_36C28462_448_308_524_363.jpg,one_row,36C28462,36C28462,8,8,1.0,True,1,False,0.0,2705.152,3349632
two_rows/3_749_0_36A39814_128_233_197_296.jpg,two_row_car,36A39814,36A39814,8,8,1.0,True,2,False,0.0,2329.522,3349632
two_rows/7_324_0_36A08896_198_227_252_279.jpg,two_row_car,36A08896,36A08896,8,8,1.0,True,2,False,0.0,3944.925,3349632
two_rows_label_xe_may/7_2455_0_29m155900_434_92_576_204.jpg,two_row_motorcycle,29M155900,29M155900,9,9,1.0,True,2,True,0.0,3845.484,3768336
one_row/3_1168_1_36C25312_346_323_451_373.jpg,one_row,36C25312,36C25312,8,8,1.0,True,1,True,0.0,7638.36,3349632
two_rows_label_xe_may/2_460_0_33p14454_433_119_563_221.jpg,two_row_motorcycle,33P14454,33114454,8,7,0.875,False,2,True,0.0,2211.712,3349632
two_rows_label_xe_may/4_970_0_29e230671_210_54_342_169.jpg,two_row_motorcycle,29E230671,92E217611,9,4,0.4444444444444444,False,1,False,0.0,7635.633,3768336
one_row/6_2201_1_36A14898_84_224_537_299.jpg,one_row,36A14898,36A14898,8,8,1.0,True,1,True,0.0,843.291,3349632
one_row/4_2651_1_36C00472_147_209_501_272.jpg,one_row,36C00472,36C00472,8,8,1.0,True,1,True,0.0,1851.261,3349632
two_rows_label_xe_may/1_418_0_33r56836_396_146_510_243.jpg,two_row_motorcycle,33R56836,33R56836,8,8,1.0,True,2,True,3.731,714.797,3349632
one_row/5_2303_1_36A16089_154_172_477_235.jpg,one_row,36A16089,36A16089,8,8,1.0,True,1,True,0.0,1116.426,3349632
two_rows/8_226_0_36A10616_122_233_179_301.jpg,two_row_car,36A10616,36A10616,8,8,1.0,True,2,False,0.0,2849.691,3349632
one_row/1_3297_1_36A38778_124_235_505_296.jpg,one_row,36A38778,36A38778,8,8,1.0,True,1,True,0.0,2108.6,3349632
