source,type,expected,predicted,characters,correct_characters,character_accuracy,exact,row_count,perspective_corrected,angle_deg,blur_score,macs_this_plate
one_row/5_4136_1_36N2912_76_201_544_285.jpg,one_row,36N2912,36N2972,7,6,0.8571428571428571,False,1,True,0.0,505.313,2930928
two_rows/7_1246_0_36A43080_150_285_210_352.jpg,two_row_car,36A43080,36A43080,8,8,1.0,True,2,False,0.0,1678.006,3349632
one_row/9_1850_1_36B03575_142_334_476_397.jpg,one_row,36B03575,36B03575,8,8,1.0,True,1,True,1.206,1039.61,3349632
one_row/6_2877_1_36A42434_151_192_505_255.jpg,one_row,36A42434,36A42434,8,8,1.0,True,1,True,0.0,899.46,3349632
one_row/1_2827_1_36A31403_58_195_608_263.jpg,one_row,36A31403,36A31403,8,8,1.0,True,1,True,0.0,132.568,3349632
one_row/7_1123_1_36A42881_104_263_206_327.jpg,one_row,36A42881,36A42881,8,8,1.0,True,1,True,0.0,1689.117,3349632
one_row/5_2569_1_36A32129_140_279_481_342.jpg,one_row,36A32129,36A32129,8,8,1.0,True,1,True,0.0,1026.717,3349632
two_rows/7_1310_0_36A43174_144_195_207_256.jpg,two_row_car,36A43174,36A43174,8,8,1.0,True,2,False,0.0,6223.389,3349632
one_row/4_1653_1_36A07317_118_194_543_288.jpg,one_row,36A07317,36A07317,8,8,1.0,True,1,True,0.0,555.882,3349632
two_rows/3_385_0_36A16090_447_228_494_283.jpg,two_row_car,36A16090,36A16090,8,8,1.0,True,2,True,0.0,5334.898,3349632
two_rows/6_895_0_36A41954_125_235_179_299.jpg,two_row_car,36A41954,36A41954,8,8,1.0,True,2,False,0.0,1943.02,3349632
two_rows/3_82_0_30A16963_111_295_163_366.jpg,two_row_car,30A16963,30A16963,8,8,1.0,True,2,True,0.0,4943.528,3349632
one_row/2_575_1_77A04205_79_316_180_397.jpg,one_row,77A04205,77A04205,8,8,1.0,True,1,True,0.0,1517.63,3349632
two_rows/5_968_0_36A41395_467_309_530_390.jpg,two_row_car,36A41395,43163A95,8,2,0.25,False,1,True,0.0,2836.505,3349632
two_rows/7_4929_0_36R01989_236_214_417_337.jpg,two_row_car,36R01989,36R01989,8,8,1.0,True,2,True,0.0,3603.37,3349632
two_rows_label_xe_may/6_1966_0_29l143990_372_117_472_201.jpg,two_row_motorcycle,29L143990,29L143990,9,9,1.0,True,2,True,5.711,4476.976,3768336
two_rows/3_1407_0_36R01802_159_260_201_298.jpg,two_row_car,36R01802,36R01802,8,8,1.0,True,2,False,0.0,9226.638,3349632
two_rows_label_xe_may/2_30_0_29X536792_392_38_528_174.jpg,two_row_motorcycle,29X536792,29XA36792,9,8,0.8888888888888888,False,2,False,0.0,3472.314,3768336
one_row/5_3298_1_36C04863_93_166_494_248.jpg,one_row,36C04863,36C04863,8,8,1.0,True,1,True,0.0,2055.986,3349632
one_row/6_2121_1_36A08943_143_232_552_295.jpg,one_row,36A08943,36A08943,8,8,1.0,True,1,True,0.932,2178.203,3349632
two_rows/6_1291_0_36C12900_250_397_297_451.jpg,two_row_car,36C12900,36C12900,8,8,1.0,True,2,False,0.0,10097.293,3349632
two_rows_label_xe_may/6_2254_0_36m61368_224_60_367_170.jpg,two_row_motorcycle,36M61368,23022806,8,0,0.0,False,1,True,0.0,1774.088,3349632
two_rows/4_6_0_15A48033_143_201_212_274.jpg,two_row_car,15A48033,15A48033,8,8,1.0,True,2,False,0.0,5013.78,3349632
one_row/4_3247_1_36C28360_102_234_489_307.jpg,one_row,36C28360,36C28360,8,8,1.0,True,1,True,0.0,2020.67,3349632
two_rows/4_3077_0_36C21123_230_226_428_349.jpg,two_row_car,36C21123,36C21123,8,8,1.0,True,2,True,0.0,1405.059,3349632
two_rows/5_380_0_36A12777_455_220_516_291.jpg,two_row_car,36A12777,36A12777,8,8,1.0,True,2,False,0.0,4735.192,3349632
two_rows/3_496_0_36A22149_389_335_452_389.jpg,two_row_car,36A22149,36A22149,8,8,1.0,True,2,False,0.0,7353.665,3349632
two_rows/4_207_0_36A07340_490_221_538_283.jpg,two_row_car,36A07340,36A07340,8,8,1.0,True,2,True,0.0,11461.567,3349632
one_row/1_4024_1_36C26570_108_297_507_348.jpg,one_row,36C26570,36C26570,8,8,1.0,True,1,True,0.0,738.371,3349632
one_row/8_2147_1_36HC00529_41_196_513_279.jpg,one_row,36HC00529,36HC00529,9,9,1.0,True,1,True,0.373,2452.628,3768336
two_rows/7_1640_0_36C03805_426_312_470_364.jpg,two_row_car,36C03805,36C03806,8,7,0.875,False,2,False,0.0,8286.82,3349632
two_rows/2_318_0_36A39365_500_223_566_301.jpg,two_row_car,36A39365,36A39365,8,8,1.0,True,2,False,0.0,3666.278,3349632
one_row/8_1554_1_36A43642_115_225_496_302.jpg,one_row,36A43642,36A43642,8,8,1.0,True,1,True,0.0,2135.055,3349632
one_row/8_1088_1_30A32024_146_208_504_285.jpg,one_row,30A32024,30A32024,8,8,1.0,True,1,True,0.31,210.241,3349632
one_row/8_1317_1_36A15668_156_248_501_311.jpg,one_row,36A15668,36A15668,8,8,1.0,True,1,True,1.414,478.543,3349632
one_row/6_2169_1_36A12571_103_199_515_262.jpg,one_row,36A12571,36A12571,8,8,1.0,True,1,True,0.0,1032.516,3349632
one_row/9_856_1_36C08839_187_323_268_368.jpg,one_row,36C08839,36C08839,8,8,1.0,True,1,True,0.0,4270.244,3349632
one_row/7_3401_1_36A42766_137_251_495_311.jpg,one_row,36A42766,36A42794,8,6,0.75,False,1,True,0.868,1757.089,3349632
one_row/3_2578_1_36B01760_109_221_550_287.jpg,one_row,36B01760,36B01760,8,8,1.0,True,1,True,0.0,637.785,3349632
one_row/5_3443_1_36C11255_27_248_527_352.jpg,one_row,36C11255,36C11255,8,8,1.0,True,1,False,0.0,396.273,3349632
two_rows_label_xe_may/2_485_0_29e175147_269_117_407_235.jpg,two_row_motorcycle,29E175147,722914271,9,0,0.0,False,1,False,0.0,3255.069,3768336
one_row/7_2844_1_36A19733_105_234_480_308.jpg,one_row,36A19733,36A19733,8,8,1.0,True,1,False,0.0,1696.515,3349632
two_rows_label_xe_may/9_1763_0_98E155365_464_1_603_122.jpg,two_row_motorcycle,98E155365,98B155365,9,8,0.8888888888888888,False,2,False,0.0,6909.375,3768336
one_row/8_1486_1_36A43114_89_170_529_236.jpg,one_row,36A43114,36A43114,8,8,1.0,True,1,True,0.175,863.063,3349632
one_row/4_3479_1_36M8461_135_206_483_278.jpg,one_row,36M8461,36M8461,7,7,1.0,True,1,True,0.0,848.969,2930928
one_row/5_2095_1_36A02492_137_192_521_275.jpg,one_row,36A02492,36A02492,8,8,1.0,True,1,False,0.0,173.647,3349632
one_row/2_215_1_36A18952_484_338_573_412.jpg,one_row,36A18952,36A18952,8,8,1.0,True,1,True,0.0,11040.539,3349632
one_row/8_1558_1_36A43651_116_291_497_348.jpg,one_row,36A43651,36A43651,8,8,1.0,True,1,True,0.0,1624.092,3349632
one_row/4_2693_1_36C02302_130_230_480_298.jpg,one_row,36C02302,36C02302,8,8,1.0,True,1,True,0.0,1112.915,3349632
two_rows/3_1388_0_36N2830_209_382_246_419.jpg,two_row_car,36N2830,36N2830,7,7,1.0,True,2,False,0.0,4327.442,2930928
one_row/5_2416_1_36A22785_137_190_492_253.jpg,one_row,36A22785,36A22785,8,8,1.0,True,1,True,0.769,1588.46,3349632
one_row/3_3268_1_36C27883_124_240_468_293.jpg,one_row,36C27883,36C27883,8,8,1.0,True,1,False,0.0,4426.924,3349632
two_rows/3_1354_0_36M8086_432_208_501_279.jpg,two_row_car,36M8086,36M8086,7,7,1.0,True,2,True,0.0,7217.192,2930928
one_row/5_2080_1_36A01605_100_189_578_273.jpg,one_row,36A01605,36A01605,8,8,1.0,True,1,True,0.0,716.006,3349632
one_row/4_2140_1_36A40259_105_189_536_282.jpg,one_row,36A40259,36A40259,8,8,1.0,True,1,True,0.0,1273.539,3349632
two_rows_label_xe_may/9_1701_0_29T169179_67_113_201_237.jpg,two_row_motorcycle,29T169179,297169179,9,8,0.8888888888888888,False,2,False,0.0,745.301,3768336
one_row/9_2227_1_36C29965_108_294_526_357.jpg,one_row,36C29965,36C29965,8,8,1.0,True,1,True,0.0,848.937,3349632
two_rows/5_440_0_36A16625_440_200_509_269.jpg,two_row_car,36A16625,36A16625,8,8,1.0,True,2,False,0.0,8257.321,3349632
one_row/1_2559_1_36A13856_90_238_537_291.jpg,one_row,36A13856,36A13856,8,8,1.0,True,1,False,0.0,1699.754,3349632
one_row/9_1377_1_36A25486_108_250_496_313.jpg,one_row,36A25486,36A25486,8,8,1.0,True,1,False,0.0,1189.886,3349632
two_rows/6_1428_0_36C29327_164_286_223_351.jpg,two_row_car,36C29327,36C29327,8,8,1.0,True,2,False,0.0,1583.182,3349632
one_row/1_2486_1_36A12211_15_197_617_286.jpg,one_row,36A12211,36A12211,8,8,1.0,True,1,True,0.0,137.566,3349632
one_row/9_1523_1_36A43793_103_242_455_319.jpg,one_row,36A43793,36A43793,8,8,1.0,True,1,True,1.204,768.421,3349632
two_rows_label_xe_may/5_1787_0_29c121355_449_151_567_259.jpg,two_row_motorcycle,29C121355,29C121355,9,9,1.0,True,2,False,0.0,4180.66,3768336
one_row/6_1902_1_30N3715_108_198_520_284.jpg,one_row,30N3715,30N3715,7,7,1.0,True,1,True,0.587,1304.551,2930928
two_rows/7_2131_0_49A24062_91_253_157_320.jpg,two_row_car,49A24062,49A24062,8,8,1.0,True,2,False,0.0,3135.361,3349632
two_rows/8_104_0_30F04348_384_270_442_330.jpg,two_row_car,30F04348,30F04348,8,8,1.0,True,2,False,0.0,3755.526,3349632
two_rows_label_xe_may/6_1195_0_30M59088_397_129_510_247.jpg,two_row_motorcycle,30M59088,30M59088,8,8,1.0,True,2,False,0.0,5471.547,3349632
one_row/7_2464_1_36A00410_58_191_517_260.jpg,one_row,36A00410,36A00410,8,8,1.0,True,1,True,0.0,953.679,3349632
one_row/5_2534_1_36A28028_87_165_572_243.jpg,one_row,36A28028,36A08028,8,7,0.875,False,1,False,0.0,1027.706,3349632
two_rows/1_175_0_30M6550_103_243_167_306.jpg,two_row_car,30M6550,30M6550,7,7,1.0,True,2,False,0.0,2861.085,2930928
one_row/2_1420_1_36C20115_137_205_518_282.jpg,one_row,36C20115,36C20115,8,8,1.0,True,1,True,0.0,1303.091,3349632
two_rows/2_499_0_36C27763_186_366_226_414.jpg,two_row_car,36C27763,36C27763,8,8,1.0,True,2,False,0.0,9529.677,3349632
one_row/5_85_1_29C84652_147_302_246_360.jpg,one_row,29C84652,29C84652,8,8,1.0,True,1,True,0.0,4578.93,3349632
two_rows_label_xe_may/9_3586_0_29k109329_305_88_443_205.jpg,two_row_motorcycle,29K109329,22G219199,9,3,0.3333333333333333,False,1,False,0.0,7204.054,3768336
one_row/6_3072_1_36B03497_67_245_546_320.jpg,one_row,36B03497,36B03497,8,8,1.0,True,1,False,0.0,2497.919,3349632
one_row/5_4215_1_37A56249_140_213_519_291.jpg,one_row,37A56249,37A56249,8,8,1.0,True,1,True,0.0,405.397,3349632
one_row/5_3455_1_36C11463_49_217_617_296.jpg,one_row,36C11463,36C11463,8,8,1.0,True,1,True,0.0,956.151,3349632
one_row/5_3307_1_36C04944_1_182_631_280.jpg,one_row,36C04944,6C049442,8,1,0.125,False,1,True,0.0,821.562,3349632
two_rows_label_xe_may/9_3676_0_29g148508_343_97_453_184.jpg,two_row_motorcycle,29G148508,29G148508,9,9,1.0,True,2,True,0.0,1140.451,3768336
two_rows_label_xe_may/8_3057_0_29l163045_346_59_491_177.jpg,two_row_motorcycle,29L163045,29G111421,9,3,0.3333333333333333,False,1,True,0.0,8670.283,3768336
two_rows_label_xe_may/7_2510_0_29z98617_146_175_283_298.jpg,two_row_motorcycle,29Z98617,82691979,8,1,0.125,False,1,False,0.0,5594.968,3349632
two_rows/1_1471_0_36C09675_201_403_246_452.jpg,two_row_car,36C09675,36C23656,8,4,0.5,False,2,False,0.0,9248.729,3349632
two_rows/6_1133_0_36B01798_135_291_177_336.jpg,two_row_car,36B01798,336B1798,8,5,0.625,False,2,False,0.0,8187.59,3349632
one_row/8_1552_1_36A43639_111_224_562_301.jpg,one_row,36A43639,36A43639,8,8,1.0,True,1,True,0.0,771.823,3349632
one_row/8_1105_1_30F2340_117_197_505_261.jpg,one_row,30F2340,30F2340,7,7,1.0,True,1,True,0.0,1628.644,2930928
one_row/5_3020_1_36B00817_104_239_515_322.jpg,one_row,36B00817,36B00817,8,8,1.0,True,1,True,0.535,1316.689,3349632
one_row/1_4415_1_51F71881_29_280_575_361.jpg,one_row,51F71881,51F71881,8,8,1.0,True,1,False,0.0,390.137,3349632
one_row/1_4327_1_36N3465_131_221_512_272.jpg,one_row,36N3465,36N3465,7,7,1.0,True,1,True,0.0,747.431,2930928
one_row/6_1710_1_29A12070_65_260_575_334.jpg,one_row,29A12070,29A12070,8,8,1.0,True,1,False,0.0,1212.923,3349632
one_row/8_1655_1_36B01652_129_228_508_294.jpg,one_row,36B01652,30801652,8,6,0.75,False,1,True,0.0,1213.022,3349632
two_rows/5_796_0_36A41032_482_231_542_307.jpg,two_row_car,36A41032,36A41032,8,8,1.0,True,2,False,0.0,3868.586,3349632
one_row/3_3276_1_36C27926_51_141_569_230.jpg,one_row,36C27926,36C27926,8,8,1.0,True,1,True,0.0,725.85,3349632
one_row/1_4109_1_36C27597_16_222_568_301.jpg,one_row,36C27597,36C27597,8,8,1.0,True,1,False,0.0,1059.158,3349632
two_rows_label_xe_may/5_943_0_36B632551_357_4_481_107.jpg,two_row_motorcycle,36B632551,36B632551,9,9,1.0,True,2,True,0.0,4873.124,3768336
one_row/3_2335_1_36A39804_26_254_519_321.jpg,one_row,36A39804,36A39804,8,8,1.0,True,1,True,0.0,1608.058,3349632
one_row/5_2093_1_36A02443_117_180_496_243.jpg,one_row,36A02443,36A02443,8,8,1.0,True,1,True,0.464,1139.463,3349632
one_row/6_3114_1_36C01582_49_264_486_327.jpg,one_row,36C01582,36C01582,8,8,1.0,True,1,True,0.0,672.608,3349632
two_rows_label_xe_may/7_2526_0_30y93031_149_27_292_141.jpg,two_row_motorcycle,30Y93031,90021121,8,2,0.25,False,1,True,0.0,7687.266,3349632
one_row/9_1481_1_36A43650_132_270_520_333.jpg,one_row,36A43650,36A43650,8,8,1.0,True,1,True,0.0,163.089,3349632
one_row/3_2921_1_36C12940_34_265_607_332.jpg,one_row,36C12940,36C12940,8,8,1.0,True,1,False,0.0,1290.722,3349632
two_rows_label_xe_may/4_1068_0_29t167105_457_157_574_262.jpg,two_row_motorcycle,29T167105,29T167105,9,9,1.0,True,2,False,0.0,4842.054,3768336
two_rows/3_996_0_36C00149_384_349_434_403.jpg,two_row_car,36C00149,36C00149,8,8,1.0,True,2,False,0.0,10391.366,3349632
two_rows_label_xe_may/5_1809_0_30h27562_294_71_438_183.jpg,two_row_motorcycle,30H27562,70226212,8,3,0.375,False,1,True,0.0,6938.202,3349632
two_rows/5_311_0_36A07678_463_209_536_288.jpg,two_row_car,36A07678,36A07678,8,8,1.0,True,2,False,0.0,3570.185,3349632
one_row/4_3450_1_36M5999_118_193_475_246.jpg,one_row,36M5999,396M599,7,3,0.42857142857142855,False,1,True,0.0,1858.279,2930928
one_row/5_4133_1_36N2692_80_106_573_189.jpg,one_row,36N2692,36N2692,7,7,1.0,True,1,True,0.0,712.758,2930928
one_row/7_3599_1_36A43138_57_207_486_276.jpg,one_row,36A43138,36A43138,8,8,1.0,True,1,True,0.957,231.756,3349632
two_rows/7_1160_0_36A42929_156_253_208_308.jpg,two_row_car,36A42929,36A42929,8,8,1.0,True,2,False,0.0,1970.642,3349632
one_row/6_1746_1_29B03951_89_238_499_314.jpg,one_row,29B03951,29B03951,8,8,1.0,True,1,True,1.574,958.155,3349632
two_rows_label_xe_may/2_802_0_30m82821_444_236_557_340.jpg,two_row_motorcycle,30M82821,00682821,8,6,0.75,False,2,False,0.0,2664.09,3349632
one_row/6_2837_1_36A42327_161_225_496_288.jpg,one_row,36A42327,36A42327,8,8,1.0,True,1,True,0.0,996.291,3349632
one_row/8_1401_1_36A25325_136_225_496_291.jpg,one_row,36A25325,36A25325,8,8,1.0,True,1,True,0.0,3107.629,3349632
one_row/1_3343_1_36A38871_92_231_495_300.jpg,one_row,36A38871,36A38871,8,8,1.0,True,1,True,0.0,1313.909,3349632
one_row/3_2795_1_36C05973_94_241_558_308.jpg,one_row,36C05973,6C505973,8,5,0.625,False,1,True,0.0,1567.198,3349632
one_row/7_4475_1_36C25187_196_271_458_316.jpg,one_row,36C25187,36C25187,8,8,1.0,True,1,True,0.0,4096.147,3349632
two_rows_label_xe_may/6_1214_0_35B168785_423_34_566_158.jpg,two_row_motorcycle,35B168785,35B168785,9,9,1.0,True,2,False,0.0,4873.08,3768336
two_rows/3_426_0_36A21061_414_220_479_291.jpg,two_row_car,36A21061,36A21061,8,8,1.0,True,2,False,0.0,6361.483,3349632
two_rows/9_2137_0_36C26269_234_163_449_301.jpg,two_row_car,36C26269,36C26269,8,8,1.0,True,2,False,0.0,490.029,3349632
one_row/8_2015_1_36C24120_48_271_485_359.jpg,one_row,36C24120,36C24120,8,8,1.0,True,1,False,0.0,604.302,3349632
two_rows/3_1401_0_36N4303_189_388_234_428.jpg,two_row_car,36N4303,36N4303,7,7,1.0,True,2,False,0.0,2400.03,2930928
one_row/5_2875_1_36A41385_126_198_497_267.jpg,one_row,36A41385,36A41385,8,8,1.0,True,1,False,0.0,1531.588,3349632
one_row/4_1521_1_30V9025_136_218_534_313.jpg,one_row,30V9025,30V9025,7,7,1.0,True,1,False,0.0,1220.143,2930928
one_row/6_3792_1_36M1395_52_210_508_317.jpg,one_row,36M1395,36MA370,7,4,0.5714285714285714,False,1,True,0.0,388.117,2930928
two_rows/3_863_0_36A40161_447_337_516_408.jpg,two_row_car,36A40161,36A40161,8,8,1.0,True,2,False,0.0,8284.855,3349632
one_row/7_3023_1_36A27071_190_240_529_314.jpg,one_row,36A27071,36A27071,8,8,1.0,True,1,False,0.0,1384.985,3349632
one_row/1_728_1_36A37859_386_318_495_368.jpg,one_row,36A37859,36A37859,8,8,1.0,True,1,True,0.0,2464.667,3349632
two_rows/7_455_0_36A15366_139_173_208_241.jpg,two_row_car,36A15366,36A15366,8,8,1.0,True,2,False,0.0,794.142,3349632
two_rows_label_xe_may/8_3008_0_37h130230_246_68_403_199.jpg,two_row_motorcycle,37H130230,203223801,9,0,0.0,False,1,True,0.0,7632.853,3768336
one_row/3_2830_1_36C08083_66_185_501_262.jpg,one_row,36C08083,36C08083,8,8,1.0,True,1,False,0.0,394.204,3349632
two_rows_label_xe_may/6_2066_0_29t143883_302_156_438_269.jpg,two_row_motorcycle,29T143883,43G416011,9,0,0.0,False,1,True,0.0,1082.045,3768336
one_row/5_4071_1_36M8525_148_203_511_299.jpg,one_row,36M8525,36M8525,7,7,1.0,True,1,True,0.0,1614.568,2930928
one_row/4_1126_1_36C28021_187_312_270_356.jpg,one_row,36C28021,36C28021,8,8,1.0,True,1,True,0.0,5337.153,3349632
two_rows/8_356_0_36A25160_455_205_513_271.jpg,two_row_car,36A25160,36A25160,8,8,1.0,True,2,True,0.0,2647.535,3349632
one_row/6_3330_1_36C12096_57_217_558_292.jpg,one_row,36C12096,36C12096,8,8,1.0,True,1,False,0.0,353.617,3349632
two_rows/5_945_0_36A41335_142_295_212_374.jpg,two_row_car,36A41335,36A41335,8,8,1.0,True,2,False,0.0,3999.949,3349632
one_row/7_4627_1_36C29537_135_193_517_267.jpg,one_row,36C29537,36C29537,8,8,1.0,True,1,True,0.0,1852.384,3349632
two_rows/2_458_0_36C15473_444_312_511_394.jpg,two_row_car,36C15473,36C15473,8,8,1.0,True,2,False,0.0,2769.761,3349632
two_rows/7_1048_0_36A42787_65_187_116_252.jpg,two_row_car,36A42787,36A42787,8,8,1.0,True,2,True,0.0,2933.328,3349632
two_rows/5_1781_0_99A04129_439_195_508_271.jpg,two_row_car,99A04129,99A04129,8,8,1.0,True,2,False,0.0,4834.716,3349632
one_row/7_4487_1_36C25762_205_225_514_309.jpg,one_row,36C25762,36C25762,8,8,1.0,True,1,False,0.0,237.691,3349632
two_rows/7_914_0_36A42605_119_241_180_305.jpg,two_row_car,36A42605,36A42605,8,8,1.0,True,2,False,0.0,3018.719,3349632
one_row/6_2814_1_36A42254_141_198_504_266.jpg,one_row,36A42254,36A42254,8,8,1.0,True,1,True,0.0,1063.697,3349632
two_rows/4_3620_0_51R13608_204_206_382_325.jpg,two_row_car,51R13608,51H13608,8,7,0.875,False,2,True,0.0,1011.012,3349632
two_rows/8_2090_0_36C29804_173_214_391_341.jpg,two_row_car,36C29804,36C29804,8,8,1.0,True,2,True,0.0,1374.827,3349632
one_row/9_1304_1_36A15886_146_250_516_313.jpg,one_row,36A15886,36A15886,8,8,1.0,True,1,True,0.0,390.065,3349632
one_row/7_3662_1_36A43264_191_229_514_290.jpg,one_row,36A43264,36A43264,8,8,1.0,True,1,True,0.0,887.688,3349632
one_row/7_2278_1_29C09172_76_263_570_341.jpg,one_row,29C09172,2C091872,8,3,0.375,False,1,True,0.0,719.652,3349632
two_rows_label_xe_may/7_2735_0_29l103391_386_195_511_296.jpg,two_row_motorcycle,29L103391,29L103391,9,9,1.0,True,2,True,0.0,3246.065,3768336
one_row/6_3246_1_36C07739_83_214_569_299.jpg,one_row,36C07739,36C07730,8,7,0.875,False,1,True,0.0,452.597,3349632
one_row/3_2156_1_36A39353_67_179_560_269.jpg,one_row,36A39353,36A39353,8,8,1.0,True,1,True,0.0,2477.021,3349632
one_row/3_416_1_36A19788_386_340_479_392.jpg,one_row,36A19788,36C19788,8,7,0.875,False,1,True,0.0,5453.474,3349632
two_rows/6_1033_0_36A42379_450_303_509_370.jpg,two_row_car,36A42379,36A42379,8,8,1.0,True,2,False,0.0,5272.419,3349632
two_rows/1_2105_0_29C83509_226_225_460_352.jpg,two_row_car,29C83509,29C83509,8,8,1.0,True,2,True,0.559,279.989,3349632
one_row/5_3445_1_36C11265_143_242_477_304.jpg,one_row,36C11265,36C11265,8,8,1.0,True,1,True,0.0,1803.979,3349632
two_rows/8_461_0_36A43403_124_325_178_399.jpg,two_row_car,36A43403,433460A3,8,2,0.25,False,1,False,0.0,3492.99,3349632
one_row/6_2655_1_36A41892_148_176_501_245.jpg,one_row,36A41892,36A41892,8,8,1.0,True,1,True,0.0,1450.192,3349632
one_row/5_3740_1_36C24640_57_204_509_300.jpg,one_row,36C24640,36C24640,8,8,1.0,True,1,True,1.278,722.419,3349632
two_rows_label_xe_may/4_1085_0_29e235021_162_48_298_164.jpg,two_row_motorcycle,29E235021,222112221,9,3,0.3333333333333333,False,1,False,0.0,7470.655,3768336
one_row/3_2574_1_36B01622_109_222_538_293.jpg,one_row,36B01622,36B01622,8,8,1.0,True,1,False,0.0,138.248,3349632
one_row/3_3146_1_36C20966_88_220_565_303.jpg,one_row,36C20966,36C20966,8,8,1.0,True,1,True,0.0,981.442,3349632
two_rows/5_1457_0_36C23310_277_320_324_367.jpg,two_row_car,36C23310,36C23310,8,8,1.0,True,2,False,0.0,4971.927,3349632
one_row/3_3278_1_36C27932_97_222_555_289.jpg,one_row,36C27932,36C27932,8,8,1.0,True,1,True,0.0,1527.992,3349632
one_row/6_1696_1_20C06710_135_245_559_308.jpg,one_row,20C06710,20C06710,8,8,1.0,True,1,True,0.0,878.395,3349632
one_row/3_3719_1_89C06400_68_194_547_273.jpg,one_row,89C06400,89C06400,8,8,1.0,True,1,True,0.0,868.373,3349632
two_rows_label_xe_may/2_196_0_29L520630_405_70_525_194.jpg,two_row_motorcycle,29L520630,29L520630,9,9,1.0,True,2,False,0.0,5189.981,3768336
two_rows/3_497_0_36A22184_406_347_473_407.jpg,two_row_car,36A22184,36A22184,8,8,1.0,True,2,False,0.0,5784.553,3349632
one_row/6_2435_1_36A26347_117_251_557_314.jpg,one_row,36A26347,36A26343,8,7,0.875,False,1,True,0.0,812.29,3349632
one_row/1_3237_1_36A38642_139_301_249_368.jpg,one_row,36A38642,36A38642,8,8,1.0,True,1,True,0.0,1724.214,3349632
two_rows/4_3624_0_54Z7464_221_188_434_319.jpg,two_row_car,54Z7464,5427464,7,6,0.8571428571428571,False,2,True,0.0,471.547,2930928
two_rows/5_988_0_36A41431_124_199_192_273.jpg,two_row_car,36A41431,36A41431,8,8,1.0,True,2,False,0.0,4728.815,3349632
one_row/4_2534_1_36B01578_115_243_557_321.jpg,one_row,36B01578,36B01578,8,8,1.0,True,1,True,0.699,1447.549,3349632
two_rows/3_971_0_36B02302_201_314_237_349.jpg,two_row_car,36B02302,36B02302,8,8,1.0,True,2,False,0.0,4604.601,3349632
